DOSSIER,VGNUMMER,HN45,PCVA,STRAAT_VA,HUISNR_VA,TOEV_VA,PC_VA,PLAATS_VA,RV,URL,inOnderzoek,gebruiksdoel,oppervlakte,vbloStatus,C_HOOFDACT,NEVEN1,NEVEN2,reg_date,emp_class,inNiwo,inFenex
24450871,000020076746,Merlease 5 B.V.,3331LK,Ringdijk,466,C,3331LK,Zwijndrecht,41,,0.0,kantoorfunctie,351.0,in gebruik,H,H,G,2009-01-14,1,0,0
24451893,000013679864,OKH Marine Support Services,3328DA,Pijnenburg,18,,3328DA,Dordrecht,1,,0.0,woonfunctie,129.0,in gebruik,H,G,,2009-01-26,2,0,0
24451974,000016203747,Vario Shipping B.V.,3341LW,Noordeinde,119,,3341LW,Hendrik-Ido-Ambacht,41,,0.0,kantoorfunctie,230.0,in gebruik,H,H,G,2009-01-26,2,0,0
24453987,000016927990,Delta Cargo Container Services B.V.,3089JK,Zaltbommelstraat,10,,3089JK,Rotterdam,41,,0.0,industriefunctie,1111.0,in gebruik,H,H,K,2009-02-18,1,0,0
24454527,000013321293,Majaribo B.V.,3161LV,Valkenier,49,,3161LV,Rhoon,41,,0.0,woonfunctie,103.0,in gebruik,H,M,,2009-02-26,1,0,0
24455203,000000611735,V en R Beheer B.V.,3031BB,Boezemkade,61,,3031BB,Rotterdam,41,,0.0,woonfunctie,103.0,in gebruik,K,H,,2009-05-03,2,0,0
24456500,000016343158,Rulewave Shipping B.V.,4791RN,Energieweg,2,,4791RN,Klundert,41,,0.0,industriefunctie,19895.0,in gebruik (niet ingemeten),H,H,K,2017-07-04,1,0,0
24457175,000019407300,South West Agencies B.V.,4791RN,Energieweg,2,,4791RN,Klundert,41,,0.0,industriefunctie,19895.0,in gebruik (niet ingemeten),H,H,K,2019-03-04,1,0,0
24457418,000016026683,Wave Intern. Shipping and Chartering V.O.F.,4791RN,Energieweg,2,,4791RN,Klundert,11,,0.0,industriefunctie,19895.0,in gebruik (niet ingemeten),H,,,2018-04-06,1,0,0
24457789,000019478607,Santova Logistics B.V.,2952DE,Nieuwland Parc,430,3e verdiepin,2952DE,Alblasserdam,41,,0.0,kantoorfunctie,5500.0,in gebruik,H,,,2009-08-04,5,0,0
24457789,000023360267,Santova Logistics B.V.,1119PE,Boeingavenue,50,,1119PE,Schiphol-Rijk,41,,0.0,kantoorfunctie,5299.0,in gebruik,H,,,2009-08-04,5,0,0
24457880,000020305591,Attrans B.V.,2952DC,Nieuwland Parc,211,,2952DC,Alblasserdam,41,,0.0,industriefunctie,5319.0,in gebruik,H,,,2009-09-04,4,0,0
24459157,000016442989,MOL Netherlands Bulkship,3261KN,Scheepmakershaven,2,,3261KN,Oud-Beijerland,41,,0.0,winkelfunctie,3672.0,in gebruik,H,H,K,2009-04-27,1,0,0
24463470,000020285604,Kaldhez Nederland B.V.,3088GB,Albert Plesmanweg,39,R,3088GB,Rotterdam,41,www.kaldhez.nl,,,,,H,,,2009-06-15,3,0,0
24463671,000016665511,Vellekoop-Logistics B.V.,3342GT,Het Tasveld,21,A,3342GT,Hendrik-Ido-Ambacht,41,www.vellekoop-logistics.eu,0.0,kantoorfunctie,109.0,ingetrokken,H,,,2009-06-16,2,0,0
24463724,000008232350,Meijer Draaiorgels,3233LK,Kleidijk,12,a,3233LK,Oostvoorne,1,www.meijer-draaiorgels.nl,0.0,industriefunctie,544.0,in gebruik,N,P,H,2009-06-17,2,0,0
24464708,000015929213,Vlot Logistics Expedition,4209DB,Griendweg,40,,4209DB,Schelluinen,41,www.transportserviceschelluinen.nl,0.0,kantoorfunctie,12333.0,in gebruik,H,,,2019-07-08,2,0,0
24466528,000008097054,Lexen B.V.,2351CL,Munnikkenpark,11,,2351CL,Leiderdorp,41,www.lexen.com,0.0,woonfunctie,190.0,in gebruik,M,H,,2011-03-16,3,0,0
24466649,000019545320,VDO Shipping B.V.,3331LK,Ringdijk,466,C,3331LK,Zwijndrecht,41,,0.0,kantoorfunctie,351.0,in gebruik,H,G,,2009-07-15,1,0,0
24467512,000008620911,Soysal Consultancy,3082ZA,Aalscholverstraat,17,,3082ZA,Rotterdam,1,,0.0,woonfunctie,126.0,in gebruik,Q,M,H,2009-07-27,2,0,0
24468854,000019935439,GT Logistics B.V.,5253CA,Middelweg,20,,5253CA,Nieuwkuijk,41,www.gtlogistics.nl,0.0,industriefunctie,6212.0,ingetrokken,G,K,H,2014-10-04,1,0,0
24469013,000012571172,Margry Marine Consultancy B.V.,3065SC,'s-Gravenweg,613,A,3065SC,Rotterdam,41,,0.0,woonfunctie,188.0,in gebruik,K,H,,2009-08-18,1,0,0
24469688,000012552518,Sunshine Logistics B.V.,3011AA,Beursplein,37,Room 1952-19,3011AA,Rotterdam,41,,0.0,kantoorfunctie,22899.0,ingetrokken,H,,,2009-08-27,2,0,0
24471698,000005924731,M3 Shipping B.V.,3261SX,Krakestee,10,,3261SX,Oud-Beijerland,41,,0.0,woonfunctie,295.0,in gebruik,H,M,G,2009-09-23,3,0,0
24471703,000017845068,Merlease 7 B.V.,3331LK,Ringdijk,466,C,3331LK,Zwijndrecht,41,,0.0,kantoorfunctie,351.0,in gebruik,H,,,2009-09-23,1,0,0
24473875,000012329231,Vestaflor B.V.,2675KB,Middel Broekweg,29,Strijpgebouw,2675KB,Honselersdijk,41,,0.0,industriefunctie,18773.0,in gebruik (niet ingemeten),H,,,2013-12-03,2,0,0
24474310,000018586619,R&A Transport B.V.,3232HE,Krammer,8,,3232HE,Brielle,41,,0.0,kantoorfunctie,2683.0,in gebruik,H,,,2012-09-21,1,1,0
24474983,000011594837,Breed Bureau B.V.,3255NB,Crispijn,3,,3255NB,Oude-Tonge,41,,0.0,woonfunctie,153.0,in gebruik,N,H,,2009-10-28,1,0,0
24478104,000011123702,Adviesbureau Erkamp,3207RC,Maasboulevard,48,P,3207RC,Spijkenisse,1,www.erkamp.eu,0.0,woonfunctie,104.0,in gebruik,H,,,2009-11-30,2,0,0
24478896,000017910110,Cab Forwarding B.V.,3088HH,Waalhaven Z.z.,2,E,3088HH,Rotterdam,41,www.cab-forwarding.com,0.0,kantoorfunctie,146.0,in gebruik,H,,,2009-08-12,4,0,0
24479617,000001680382,MaxxsTrans B.V.,3087AM,Willem Egmondstraat,1,,3087AM,Rotterdam,41,www.maxxstrans.com,0.0,kantoorfunctie,430.0,in gebruik,H,,,2009-12-16,4,0,1
24479694,000018285597,R & M Customs B.V.,3113AR,Mercuriusweg,12,,3113AR,Schiedam,41,,0.0,industriefunctie,3888.0,in gebruik,H,,,2009-12-16,1,0,0
24479985,000012321354,Sportwell,2901TA,Jan van Kanrede,95,,2901TA,Capelle aan den IJssel,1,www.sportwell.nl,0.0,woonfunctie,105.0,in gebruik,H,G,H,2009-12-21,2,0,0
24480321,000015231984,Hapag-Lloyd Rotterdam,3087BM,Waalhaven O.z.,79,,3087BM,Rotterdam,94,www.hapag-lloyd.com,0.0,kantoorfunctie,3983.0,in gebruik,H,,,2009-12-23,8,0,0
24482217,000009066691,Kluivers Transport B.V.,3194WN,Nabuccostraat,12,,3194WN,Hoogvliet Rotterdam,41,,0.0,woonfunctie,129.0,in gebruik,H,H,H,2010-08-01,3,1,0
24482658,000018995128,Straver Forwarding B.V.,2741PT,Coenecoop,595,,2741PT,Waddinxveen,41,,0.0,kantoorfunctie,2033.0,in gebruik,H,,,2010-12-01,2,0,0
24482702,000014422026,Triumph Cargo B.V.,3262AA,Beneden Molendijk,29,,3262AA,Oud-Beijerland,41,www.triumphcargo.com,0.0,kantoorfunctie,205.0,in gebruik,H,,,2010-01-13,1,0,0
24483390,000018524753,Nitram Shipmanagement B.V.,3221CB,Burg van der Jagtkade,10,,3221CB,Hellevoetsluis,41,,0.0,kantoorfunctie,344.0,in gebruik,H,,,2010-01-19,1,0,0
24484404,000010053441,Keuken Container Logistiek Aantjes,1339CA,Mintplantsoen,26,,1339CA,Almere,1,,0.0,woonfunctie,120.0,in gebruik,H,N,,2014-01-05,2,0,0
24486047,000005743567,Neutral Logistics B.V.,3197KV,Nieuwesluisweg,190,,3197KV,Botlek Rotterdam,41,www.neutrallogistics.nl,0.0,kantoorfunctie,686.0,in gebruik,H,H,,2010-10-02,3,0,0
24486211,000004460731,A.B. Chartering & Shipping,2901EP,Verdistraat,17,,2901EP,Capelle aan den IJssel,1,,0.0,woonfunctie,178.0,in gebruik,H,,,2010-12-02,2,0,0
24486455,000019832273,Berkman Logistics Asia B.V.,2991LR,Tuindersweg,34,,2991LR,Barendrecht,41,,0.0,onderwijsfunctie,367.0,in gebruik (niet ingemeten),H,K,,2010-02-15,1,0,0
24486925,000017148987,Durga Logistics B.V.,3081NG,Gaesbeekstraat,91,,3081NG,Rotterdam,41,,0.0,woonfunctie,120.0,in gebruik,H,,,2010-02-18,3,0,0
24487412,000016809599,Rotterdam Overseas Network B.V.,3161GM,Rivierweg,1,,3161GM,Rhoon,41,www.rotterdamoverseas.net,0.0,kantoorfunctie,1364.0,in gebruik,H,,,2010-02-23,2,0,0
24487623,000018834825,STH HIPAVIA B.V.,3032AL,Schiekade,830,,3032AL,Rotterdam,41,,0.0,kantoorfunctie,27713.0,in gebruik,H,,,,2,0,0
24488222,000019329601,Hanone Holding B.V.,4871NV,Deurnestraat,12,,4871NV,Etten-Leur,41,,0.0,woonfunctie,184.0,in gebruik,H,K,,2015-11-11,1,0,0
24488233,000018035876,Hanoto Holding B.V.,4871NV,Deurnestraat,12,,4871NV,Etten-Leur,41,,0.0,woonfunctie,184.0,in gebruik,H,K,,2015-11-11,1,0,0
24488277,000016609875,Merlease 8 B.V.,3331LK,Ringdijk,466,C,3331LK,Zwijndrecht,41,www.mercurius-group.nl,0.0,kantoorfunctie,351.0,in gebruik,H,H,,2010-01-03,1,0,0
24488811,000017559219,Adrianed B.V.,3115HB,Admiraal De Ruyterstraat,16,C,3115HB,Schiedam,41,,0.0,industriefunctie,147.0,in gebruik,N,H,K,2010-05-03,2,0,0
24489720,000007306261,Edex Forwarding B.V.,2984AG,Noordenweg,24,p,2984AG,Ridderkerk,41,www.edexforwarding.nl,0.0,kantoorfunctie,84.0,in gebruik,H,,,2010-03-16,3,0,0
24489740,000019787723,Hooymeijer Holding B.V.,3133KJ,George Stephensonweg,25,,3133KJ,Vlaardingen,41,,0.0,industriefunctie,7466.0,in gebruik,M,H,,2010-03-16,1,0,0
24490465,000017695112,DJ Powers B.V.,3194AA,Hoefsmidstraat,41,Suite D4.48,3194AA,Hoogvliet Rotterdam,41,,0.0,industriefunctie,10263.0,in gebruik,H,H,,2010-03-22,3,0,0
24491044,000019994400,B.G. Freight Line Shipping B.V.,3089KK,Den Hamweg,30,,3089KK,Rotterdam,41,www.bgfreightline.com,0.0,industriefunctie,10981.0,in gebruik,H,,,2010-03-26,1,0,0
24491218,000015157636,Heumen Logistic B.V.,3316GZ,Pieter Zeemanweg,167,,3316GZ,Dordrecht,41,www.heumenlogistic.nl,0.0,industriefunctie,376.0,in gebruik,H,,,2010-03-29,4,0,0
24491421,000009877959,E.L.F. International,2914BN,Kroonkruid,38,a,2914BN,Nieuwerkerk ad IJssel,1,,0.0,kantoorfunctie,211.0,in gebruik,H,,,2010-03-31,2,0,0
24493274,000008918635,G. de Leeuw Shipping & Logistics,2986BG,Zwaluw,27,,2986BG,Ridderkerk,1,,0.0,woonfunctie,119.0,in gebruik,H,,,2010-04-19,2,0,0
24494249,000016148509,A.B. de Haan Transport B.V.,3353GW,Veerweg,138,,3353GW,Papendrecht,41,www.bendehaantransport.nl,0.0,woonfunctie,103.0,in gebruik,H,H,,2010-04-27,1,1,0
27015677,000002937298,De Gier Acquis. en Exploit. Mij. B.V.,2287AJ,Sir Winston Churchillln,559,,2287AJ,Rijswijk,41,,0.0,woonfunctie,112.0,in gebruik,H,L,,2010-04-27,2,0,0
27033698,000018741959,G. de Ruiter's Scheepsagenturen B.V.,2583CL,Dr. Lelykade,3,H,2583CL,'s-Gravenhage,41,,0.0,bijeenkomstfunctie,329.0,in gebruik,H,,,2010-04-27,3,0,0
27065667,000018690440,Norfolkline,3134ZB,Burg Van Lierplein,57,,3134ZB,Vlaardingen,41,,0.0,kantoorfunctie,980.0,in gebruik,H,H,N,2012-02-27,7,0,0
27088640,000000719587,Archipel B.V.,2514AM,Koninginnegracht,127,,2514AM,'s-Gravenhage,41,,0.0,overige gebruiksfunctie,15.0,in gebruik,H,N,,2012-02-27,2,0,0
27090348,000019862490,Jaczon Offshore B.V.,2583DK,Vissershavenweg,38,,2583DK,'s-Gravenhage,41,,,,,,H,H,,1977-03-15,1,0,0
27091987,000000693901,Transport Unie Holding B.V.,2267BE,Populierenlaan,10,,2267BE,Leidschendam,41,,0.0,woonfunctie,193.0,in gebruik,M,H,,1977-08-31,2,0,0
27100160,000006851096,Holsur International,2525NE,Parallelweg,90,,2525NE,'s-Gravenhage,1,www.holsurspeelautomaten.nl,0.0,industriefunctie,64.0,in gebruik,H,G,,1981-06-02,3,0,0
27101440,000019729111,Tender Service Scheveningen B.V.,2583CL,Dr. Lelykade,3,H,2583CL,'s-Gravenhage,41,,0.0,bijeenkomstfunctie,329.0,in gebruik,R,H,H,1986-03-03,4,0,0
27105645,000005479665,Graafeiland Transport,2548JE,Dallashof,43,,2548JE,'s-Gravenhage,1,,0.0,woonfunctie,119.0,in gebruik,H,H,,1983-03-17,3,1,0
27111677,000017134986,Britline,3134KL,Vulcaanweg,20,,3134KL,Vlaardingen,41,,0.0,industriefunctie,2128.0,in gebruik,H,M,H,2012-02-27,4,0,0
27115375,000003434753,John Rens B.V.,2514HP,Louis Couperusplein,2,,2514HP,'s-Gravenhage,41,,0.0,gezondheidszorgfunctie,3862.0,in gebruik,H,M,G,2018-03-04,2,0,0
27126743,000008588678,Nethcar Lines,2525EL,De Heemstraat,72,,2525EL,'s-Gravenhage,1,,0.0,industriefunctie,152.0,in gebruik,H,N,,1989-06-07,3,0,0
27131577,000018498213,OIA Global B.V.,2153PL,Schillingweg,52,a,2153PL,Nieuw-Vennep,41,www.brieurope.com,0.0,industriefunctie,352.0,in gebruik,H,,,2001-01-10,3,0,1
27131577,000037750968,OIA Global B.V.,3194AA,Hoefsmidstraat,41,,3194AA,Hoogvliet Rotterdam,41,www.oiaglobal.com,0.0,industriefunctie,10263.0,in gebruik,H,,,2001-01-10,3,0,1
27137371,000018401716,Kirthar Pakistan B.V.,2595AR,Schenkkade,50,W,2595AR,'s-Gravenhage,41,,0.0,kantoorfunctie,2961.0,in gebruik,B,B,H,2002-04-01,1,0,0
27140362,000016216296,Offshore Marine Contractors B.V.,8331VA,Verlaat,6,,8331VA,Steenwijk,41,www.omcon.com,0.0,industriefunctie,164.0,in gebruik,H,H,,2018-11-04,4,0,0
27143933,000010527540,Stouco Consultance B.V.,2723AK,Gaardedreef,27,,2723AK,Zoetermeer,41,,0.0,woonfunctie,258.0,in gebruik,H,,,1993-05-17,2,0,0
27150974,000012165530,Orange Transport,2242VR,Rozensteinstraat,37,,2242VR,Wassenaar,1,www.orangetransport.nl,0.0,woonfunctie,67.0,in gebruik,G,H,H,1994-05-10,2,0,0
27150978,000006011810,S & P Logipack B.V.,2492LX,Klaproosveld,9,,2492LX,'s-Gravenhage,41,,0.0,woonfunctie,90.0,in gebruik,H,,,1994-05-10,1,0,0
27153722,000013914529,Holland Ambassade Services,2562GH,Van Bylandtstraat,47,,2562GH,'s-Gravenhage,1,www.hollandambassadeservices.nl,0.0,woonfunctie,116.0,in gebruik,H,M,,1995-12-04,2,0,0
27154047,000006219802,J.R. Bruder Internat. Market. & Distrib.,2242RD,Florijnlaan,25,,2242RD,Wassenaar,11,,0.0,woonfunctie,136.0,in gebruik,M,H,,1998-11-05,3,0,0
27154286,000011714395,Coöperatieve Transportexploitatiemij. Oub BA,2583JV,Nieboerweg,71,,2583JV,'s-Gravenhage,61,www.oub.nl,0.0,winkelfunctie,109.0,in gebruik,H,,,1995-05-29,3,0,0
27154740,000017871298,Letslook B.V.,4709RM,Everlandwegje,5,,4709RM,Nispen,41,,0.0,industriefunctie,168.0,in gebruik,H,M,M,2001-01-18,2,0,0
27159517,000016340043,Frank de Ridder Transport B.V.,2291PA,Naaldwijkseweg,15,,2291PA,Wateringen,41,www.frankderidder.com,0.0,industriefunctie,127.0,in gebruik,H,,,2004-07-12,3,0,0
27160424,000016895622,Transport Service Nederland B.V.,2627BP,Turbineweg,6,,2627BP,Delft,41,,0.0,overige gebruiksfunctie,2779.0,in gebruik,H,H,,1996-11-07,1,0,0
27165965,000010327649,Sewa Import & Export,3481HG,Nassaupark,86,,3481HG,Harmelen,1,,0.0,woonfunctie,110.0,in gebruik,G,G,H,2005-02-16,2,0,0
27166611,000016393635,Train Logistics Amsterdam B.V.,2625NV,Burgemeestersrand,57,,2625NV,Delft,41,,0.0,kantoorfunctie,726.0,in gebruik,H,,,1997-08-19,1,0,0
27167716,000015421899,Europ. Logistics Consultants Netherlands B.V.,2288GM,Veraartlaan,8,,2288GM,Rijswijk,41,www.elcbenelux.nl,0.0,kantoorfunctie,1431.0,in gebruik,H,,,1997-10-29,3,0,0
27171557,000016463447,United Logistic Services B.V.,3077AL,Olympiaweg,14,,3077AL,Rotterdam,41,www.uls.nl,0.0,industriefunctie,517.0,in gebruik,H,,,2007-01-05,3,0,1
27171747,000019412541,Dailyfresh Logistics C.V.,3151ZJ,Amersgat,17,,3151ZJ,Hoek van Holland,21,,0.0,industriefunctie,16178.0,in gebruik,H,,,2016-03-25,6,0,0
27173010,000019402538,De Winter Logistics,2675KB,Middel Broekweg,29,,2675KB,Honselersdijk,41,www.dewinterlogistics.nl,0.0,industriefunctie,18773.0,in gebruik (niet ingemeten),H,H,,1998-06-26,8,1,0
27173304,000017024773,ATR Logistics,2561XC,Copernicusstraat,136,,2561XC,'s-Gravenhage,41,www.atr-logistics.nl,0.0,woonfunctie,126.0,in gebruik,H,H,H,1998-07-13,2,0,0
27175568,000018405592,Odin Marine Europe B.V.,3071NB,Maaskade,40,,3071NB,Rotterdam,41,,0.0,industriefunctie,307.0,in gebruik,H,,,1999-01-28,5,0,0
27176144,000010941207,Wispex Fiscal NL B.V.,2641KC,Vlielandseweg,20,,2641KC,Pijnacker,41,,0.0,kantoorfunctie,574.0,in gebruik,H,,,1998-10-12,1,0,1
27176543,000010887660,Spi Nopel Nederland,2728GC,Dijkmanschans,19,,2728GC,Zoetermeer,1,,0.0,woonfunctie,104.0,in gebruik,H,,,1998-12-28,3,0,0
27177852,000018622887,Jorden Logistics B.V.,3029AK,Marconistraat,80,,3029AK,Rotterdam,41,www.jordenlogistics.nl,0.0,kantoorfunctie,1172.0,in gebruik,H,H,,1999-10-06,4,0,1
27179064,000014637324,Packaging View Concepts & Consulting,8311PP,Espelerweg,38,A,8311PP,Espel,1,www.packagingview.nl,0.0,industriefunctie,168.0,in gebruik,H,,,2017-03-28,3,0,0
27188077,000018270948,Sita Transport,2407BE,Steekterweg,65,-67,2407BE,Alphen aan den Rijn,41,www.sita.nl,0.0,woonfunctie,172.0,in gebruik,H,H,,2002-06-05,6,1,0
27188077,000018270956,Sita Transport,9206AT,De Giek,22,b,9206AT,Drachten,41,www.sita.nl,0.0,industriefunctie,392.0,in gebruik,H,,,2002-06-05,6,1,0
27189972,000014494795,Schipper Servicebedrijf,2641ST,Regge,4,,2641ST,Pijnacker,1,www.high-light-and-sound.nl,0.0,woonfunctie,109.0,in gebruik,N,R,H,2000-06-19,3,0,0
27194457,000017816300,Aslo Services Nederland B.V.,1115BJ,Kloosterstraat,3,,1115BJ,Duivendrecht,41,,0.0,woonfunctie,98.0,in gebruik,G,H,,2001-07-24,1,0,0
27199020,000018926185,Transpack Shipping Services B.V.,3088GN,Parmentierplein,20,,3088GN,Rotterdam,41,www.transpack.nl,0.0,kantoorfunctie,2737.0,in gebruik,H,,,2002-05-21,3,0,0
27213445,000019251610,Van der Helm van Maanen Vastgoed Beheer B.V.,4782SC,Orionweg,8,,4782SC,Moerdijk,41,,0.0,industriefunctie,20507.0,in gebruik,H,,,2012-01-13,3,0,0
27215744,000004018192,De Hondert Margen B.V.,2678AC,De Hondert Margen,12,,2678AC,De Lier,41,,0.0,industriefunctie,14002.0,in gebruik,H,,,1974-04-12,1,0,0
27218377,000019852665,H.N. Post en Zonen B.V.,2641KP,Heulweg,13,,2641KP,Pijnacker,41,www.hnpostenzonen.nl,0.0,kantoorfunctie,2871.0,in gebruik,H,H,,1978-10-04,6,1,0
27219728,000016731204,International Freight Specialists B.V.,2988AT,Waaldijk,19,,2988AT,Ridderkerk,41,,0.0,woonfunctie,262.0,in gebruik,H,H,,2016-11-01,3,0,0
27224443,000017634326,A.G. van der Helm Expeditie B.V.,4782SC,Orionweg,8,,4782SC,Moerdijk,41,www.vdhelm.com,0.0,industriefunctie,20507.0,in gebruik,H,H,H,2010-04-03,5,0,0
27225765,000017666295,Disselkoen Airfreight B.V.,2665PC,Prismalaan West,43,,2665PC,Bleiswijk,41,www.blueskycargo.com,,,,,H,,,1987-01-16,3,0,0
27226116,000017338026,Kees in 't Veen Beheer B.V.,3198LS,Moezelweg,151,,3198LS,Europoort Rotterdam,41,www.intveen.nl,0.0,industriefunctie,2632.0,in gebruik,K,H,H,2006-01-03,4,0,0
27229465,000000733806,OD & OD Interim- & Project Management,1115GW,Abeelstraat,11,,1115GW,Duivendrecht,1,,0.0,woonfunctie,196.0,in gebruik,M,H,J,2007-05-01,2,0,0
27232499,000011478039,Euro Exotics Holland B.V.,2676LM,Transportweg,55,,2676LM,Maasdijk,41,,0.0,industriefunctie,1786.0,in gebruik,H,G,,1993-08-18,4,0,1
27234438,000018645909,Transport Fustex B.V.,2295NN,Gele Kwikstaart,5,,2295NN,Kwintsheul,41,,0.0,woonfunctie,103.0,in gebruik,H,H,,1993-02-19,2,0,0
27234904,000017285771,Hurkens Transport & Expeditie,3197LE,Oliphantweg,20,,3197LE,Botlek Rotterdam,41,www.hurkenstransport.nl,0.0,industriefunctie,840.0,in gebruik,H,H,,1998-11-02,5,1,0
27235867,000012953237,Jongejan Telefoon Antwoord Service,2622JZ,Decimastraat,6,,2622JZ,Delft,1,www.ribex.nl,0.0,woonfunctie,91.0,in gebruik,S,H,,1993-12-27,3,0,0
27238949,000018793002,Anaco International B.V.,2665MR,Klappolder,224,,2665MR,Bleiswijk,41,www.anaco.nl,0.0,industriefunctie,1900.0,in gebruik,G,G,H,1995-10-17,1,0,0
27240082,000019832915,Bluemarine Offshore Yard Service B.V.,3089JD,Ophemertstraat,85,Havennr.2515,3089JD,Rotterdam,41,,0.0,industriefunctie,1797.0,in gebruik,H,,,1996-05-28,2,0,0
27240082,000032429703,Bluemarine Offshore Yard Service B.V.,5256PK,Bakkersdam,1,,5256PK,Heusden,41,,,,,,H,H,,1996-05-28,2,0,0
27240498,000018992749,Channel Forwarding B.V.,2719JX,Kurkhout,22,,2719JX,Zoetermeer,41,,0.0,woonfunctie,148.0,in gebruik,H,H,,1996-08-29,3,0,0
27240797,000016562836,Hurkens B.V.,3197LE,Oliphantweg,20,,3197LE,Botlek Rotterdam,41,,0.0,industriefunctie,840.0,in gebruik,H,,,1998-11-02,1,0,0
27242882,000017666287,Van der Hoeven Milieu Service B.V.,2516BD,Binckhorstlaan,30,,2516BD,'s-Gravenhage,41,www.vanderhoevenmilieu.nl,0.0,industriefunctie,305.0,in gebruik,E,H,F,2001-05-07,5,1,0
27243573,000009363793,Budhai Caribbean Trading & Shipping,2685DC,ABC Westland,242,A 8,2685DC,Poeldijk,11,,0.0,industriefunctie,28777.0,in gebruik,H,,,2001-03-08,3,0,0
27247519,000010604650,N. C. Kroes-Service,3155GL,Werve,51,,3155GL,Maasland,1,www.skeltertekoop.nl,0.0,woonfunctie,84.0,in gebruik,M,H,G,2002-01-15,2,0,0
27247885,000018337708,Daallin Logistiek B.V.,2641KS,Ambachtsweg,31,,2641KS,Pijnacker,41,,0.0,industriefunctie,273.0,in gebruik,H,K,N,2002-04-02,3,0,0
27252293,000005088631,Ldld (Ligthart Douane & Logistieke Diensten),2712XK,Molenstraat,131,,2712XK,Zoetermeer,1,www.ldld.nl,0.0,woonfunctie,112.0,in gebruik,H,,,2002-01-08,2,0,0
27252589,000007679661,Del Rosario Internat. Freight Forwarders NL.,2574KC,Bunschotensestraat,37,,2574KC,'s-Gravenhage,1,,0.0,woonfunctie,76.0,in gebruik,H,G,G,2002-08-19,2,0,0
27255835,000017417694,Quality Peppers B.V.,2665KN,Wilgenlei,45,,2665KN,Bleiswijk,41,,0.0,woonfunctie,170.0,in gebruik,H,,,2003-06-01,2,0,0
27255928,000016668782,TLN Consultancy,2719DA,Boris Pasternaklaan,22,,2719DA,Zoetermeer,41,,0.0,kantoorfunctie,1716.0,in gebruik,H,,,2003-10-01,1,0,0
27256297,000019584946,Nedsurshipping B.V.,2548SH,Ipenrodeplantsoen,18,,2548SH,'s-Gravenhage,41,www.nedsurshipping.nl,0.0,woonfunctie,150.0,in gebruik,H,H,,2003-01-20,2,0,0
27259568,000016507509,E.H.M. Westerduin B.V.,2631WL,Laan van Floris de Vijfde,18,,2631WL,Nootdorp,41,,0.0,woonfunctie,177.0,in gebruik,H,N,H,2003-12-06,6,0,0
27259635,000018693784,EVO Fenedex,2718SG,Signaalrood,60,,2718SG,Zoetermeer,41,www.evo.nl,0.0,industriefunctie,2829.0,in gebruik,H,,,2003-06-16,8,0,0
27262257,000017258804,Kneppers Flower Handling B.V.,2651LG,Noordeindseweg,105,,2651LG,Berkel en Rodenrijs,41,www.kneppersrozen.nl,0.0,woonfunctie,406.0,in gebruik,H,,,2003-10-20,3,0,0
27263379,000019623836,B.M.T. Logistics B.V.,2266NA,de Star,11,B,2266NA,Leidschendam,41,www.bmtlogistics.nl,0.0,kantoorfunctie,585.0,in gebruik,H,N,,2003-12-15,5,0,0
27263954,000018394434,Wispex Transit NL B.V.,2641KC,Vlielandseweg,20,,2641KC,Pijnacker,41,www.wispex.nl,0.0,kantoorfunctie,574.0,in gebruik,H,,,2004-02-01,6,0,1
27264147,000011079770,Synchronet Marine Europe,2908LH,Lylantse Plein,1,,2908LH,Capelle aan den IJssel,96,www.synchronet.co,0.0,kantoorfunctie,5111.0,in gebruik,H,,,2009-01-04,3,0,0
27265442,000020112688,European Direct Logistical Services B.V.,2651KR,Meerweg,49,,2651KR,Berkel en Rodenrijs,41,,0.0,woonfunctie,219.0,in gebruik,H,,,2004-02-27,1,0,0
27268138,000016402219,Data2Logistics Europe B.V.,2909LE,Rivium 1e straat,101,5th Floor,2909LE,Capelle aan den IJssel,41,,0.0,kantoorfunctie,162.0,in gebruik,H,K,,2006-03-07,1,0,0
27268545,000005184231,Tyje Dienstverlening,2545WE,Grolloostraat,14,,2545WE,'s-Gravenhage,1,,0.0,woonfunctie,130.0,in gebruik,N,H,M,2004-05-07,2,0,0
27268941,000020212534,Adviesbureau Iris B.V.,2406XL,Toussaintplein,12,,2406XL,Alphen aan den Rijn,41,www.adviesbureau-iris.nl,0.0,woonfunctie,159.0,in gebruik,H,M,,2004-07-21,2,0,0
27270049,000018355234,Prestatie Personeelsdiensten B.V.,2522EP,Jan van der Heijdenstraat,14,,2522EP,'s-Gravenhage,41,www.prestatie.org,0.0,winkelfunctie,83.0,in gebruik,N,H,N,2004-07-09,7,0,0
27270288,000013527967,Vulture Holding B.V.,2493ZV,Socrateslaan,7,,2493ZV,'s-Gravenhage,41,,0.0,woonfunctie,179.0,in gebruik,G,M,H,2004-09-16,1,0,0
27270321,000016612221,Air Consultants Europe B.V.,1019RL,Imogirituin,23,,1019RL,Amsterdam,41,www.airtransat.nl,0.0,woonfunctie,82.0,in gebruik,H,,,2011-09-02,1,0,0
